Tvl_Seq,Seg_Id,OD_Grp_Id,Ori_Region_Desc,Dest_Region_Desc,Dep_Region_Desc,Arr_Region_Desc
118200282,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118200496,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118200507,3,2,CHINA,N. AMERICA,CHINA,N. AMERICA
118200832,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
118200832,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
118201010,3,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118201173,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118201394,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118201404,3,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118201434,2,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118201490,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118201577,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118201996,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118202283,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118202359,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118202582,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118202584,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118202601,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118203153,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118203322,1,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118203331,1,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118203331,6,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118203366,13,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118203366,14,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118203389,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118203400,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118203476,1,1,EUROPE,S. E. ASIA,EUROPE,S. E. ASIA
118203711,3,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118203763,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118203780,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118203838,7,2,CHINA,N. AMERICA,CHINA,N. AMERICA
118203872,4,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118203876,19,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118203876,20,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118203909,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118203994,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118204147,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118204150,4,3,JAPAN/KOREA,N. AMERICA,JAPAN/KOREA,N. AMERICA
118204150,3,3,JAPAN/KOREA,N. AMERICA,JAPAN/KOREA,N. AMERICA
118204164,4,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118204206,12,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118204230,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118204238,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118204362,6,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118204362,5,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118204382,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118204406,6,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118204417,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118204417,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118204446,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118204594,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118204626,1,1,N. AMERICA,HKG/MFM,N. AMERICA,HKG/MFM
118204742,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118204790,5,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118204790,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118204914,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118204917,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118204974,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
118205595,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118205595,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118205808,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118206336,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118206344,3,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118206397,5,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118206503,2,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118206583,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118206659,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118206978,4,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
118206978,3,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
118206996,8,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118207026,8,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118207088,8,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118207091,8,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118207291,4,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118207337,1,1,EUROPE,S. E. ASIA,EUROPE,S. E. ASIA
118207399,37,2,CHINA,TAIWAN,CHINA,TAIWAN
118207399,34,1,TAIWAN,CHINA,TAIWAN,CHINA
118207950,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118207970,5,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118208274,1,1,EUROPE,S. E. ASIA,EUROPE,S. E. ASIA
118208416,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118208804,3,1,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
118208804,2,2,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
118208845,1,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118208873,3,1,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
118209576,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
118209633,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118210178,1,1,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
118210533,1,1,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
118211069,2,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118211352,1,1,TAIWAN,CHINA,TAIWAN,CHINA
118211625,3,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118211700,6,2,CHINA,TAIWAN,CHINA,TAIWAN
118211836,13,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118212775,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
118212775,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
118212869,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118213184,3,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
118213279,2,2,EUROPE,TAIWAN,EUROPE,TAIWAN
118213387,7,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118213526,2,2,CHINA,TAIWAN,CHINA,TAIWAN
118213775,3,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118213775,4,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118213890,7,2,EUROPE,TAIWAN,EUROPE,TAIWAN
118213924,3,2,N. AMERICA,HKG/MFM,N. AMERICA,HKG/MFM
118214274,3,1,TAIWAN,EUROPE,TAIWAN,EUROPE
118214624,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
118214663,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118214959,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
118215406,1,1,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
118215995,1,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118216113,17,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118216345,7,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118216383,1,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118216390,6,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118216407,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
118216421,5,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118216421,4,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118217423,6,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118217573,6,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118218435,4,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118218482,2,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118218620,4,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118219467,2,2,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
118219579,5,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
118219601,10,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118219685,5,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118220845,6,2,EUROPE,TAIWAN,EUROPE,TAIWAN
118220953,1,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118221028,3,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118221589,5,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118221589,6,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118221644,3,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
118221644,4,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
118221703,5,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
118221828,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
118221842,6,2,N. AMERICA,HKG/MFM,N. AMERICA,HKG/MFM
118222071,19,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118222116,5,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118222124,31,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118222147,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118222147,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118222153,3,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
118222534,20,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118222534,19,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118222570,16,2,EUROPE,TAIWAN,EUROPE,TAIWAN
118222800,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
118223093,2,2,CHINA,TAIWAN,CHINA,TAIWAN
118223093,1,1,TAIWAN,CHINA,TAIWAN,CHINA
118223881,1,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118224032,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118224404,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
118224620,4,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118225186,25,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118225294,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
118225380,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118225584,2,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118226141,4,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118226361,3,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
118226537,13,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118226711,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118227038,2,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118227115,22,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118227255,3,4,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118227625,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118227727,6,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118227865,4,2,HKG/MFM,N. AMERICA,HKG/MFM,N. AMERICA
118228119,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118228119,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118228311,8,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118228886,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118228916,2,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118229093,7,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
118229297,9,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118229500,7,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118229500,8,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118229552,7,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
118229695,3,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118230188,3,2,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
118230229,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118230339,5,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
118231152,5,1,TAIWAN,EUROPE,TAIWAN,EUROPE
118231415,8,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118231663,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118231856,6,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118232119,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118232366,3,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
118232772,1,1,TAIWAN,CHINA,TAIWAN,CHINA
118233017,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118233278,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118233648,3,2,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
118233716,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118233983,3,2,S. E. ASIA,JAPAN/KOREA,S. E. ASIA,JAPAN/KOREA
118233983,4,2,S. E. ASIA,JAPAN/KOREA,S. E. ASIA,JAPAN/KOREA
118234511,2,2,TAIWAN,CHINA,TAIWAN,CHINA
118235093,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118235695,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118236207,2,2,EUROPE,TAIWAN,EUROPE,TAIWAN
118236825,6,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118237163,3,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118237163,4,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118237372,1,1,CHINA,TAIWAN,CHINA,TAIWAN
118237372,2,2,TAIWAN,CHINA,TAIWAN,CHINA
118237500,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118237781,3,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
118237832,4,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
118238260,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118238361,2,1,JAPAN/KOREA,N. AMERICA,JAPAN/KOREA,N. AMERICA
118238604,3,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118238811,3,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118238815,26,2,CHINA,TAIWAN,CHINA,TAIWAN
118238815,27,1,TAIWAN,CHINA,TAIWAN,CHINA
118238978,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118239159,12,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118239503,8,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118240034,21,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118240184,5,1,TAIWAN,CHINA,TAIWAN,CHINA
118241061,2,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118241116,5,2,TAIWAN,CHINA,TAIWAN,CHINA
118241243,4,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118241465,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118241497,2,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118243548,1,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118243978,7,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118244911,3,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118244947,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118245205,1,1,N. AMERICA,HKG/MFM,N. AMERICA,HKG/MFM
118245265,2,2,TAIWAN,EUROPE,TAIWAN,EUROPE
118245353,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118245353,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118245363,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118245376,7,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118245442,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118245445,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118245539,18,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118245623,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118245667,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118245715,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118245715,6,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118245729,4,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118245730,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118245855,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118245894,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118245906,8,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118245906,9,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118246154,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118246351,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118246433,11,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
118246433,20,3,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
118246433,21,4,TAIWAN,EUROPE,TAIWAN,EUROPE
118246433,10,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
118246598,11,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
118246598,10,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
118246598,30,4,TAIWAN,EUROPE,TAIWAN,EUROPE
118246598,31,3,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
118246713,8,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118246713,6,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118246906,4,3,TAIWAN,EUROPE,TAIWAN,EUROPE
118247173,3,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118247273,7,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118247362,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118247382,1,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118247491,5,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118247491,2,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118247580,2,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118248116,1,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118248532,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
118248583,2,2,TAIWAN,CHINA,TAIWAN,CHINA
118248846,46,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118248904,11,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118248952,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118249077,5,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118249143,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118249194,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118249234,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118249392,1,1,EUROPE,S. E. ASIA,EUROPE,S. E. ASIA
118249401,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118249453,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118249518,12,3,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118249547,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118249547,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118249574,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118249723,5,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
118249723,4,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
118249762,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118249785,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118249791,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118249798,4,2,HKG/MFM,N. AMERICA,HKG/MFM,N. AMERICA
118249888,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118249907,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118249990,3,2,EUROPE,S. E. ASIA,EUROPE,S. E. ASIA
118250006,6,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118250061,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118250100,6,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118250100,5,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118250153,3,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118250465,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118250542,6,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118250594,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118250618,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118250675,5,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118250777,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118250777,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118250814,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118250870,7,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118250870,5,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118250935,4,3,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118250989,6,2,HKG/MFM,N. AMERICA,HKG/MFM,N. AMERICA
118250991,3,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118251008,6,2,HKG/MFM,N. AMERICA,HKG/MFM,N. AMERICA
118251087,9,4,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118251090,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118251128,1,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118251132,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118251156,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118251156,5,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118251211,4,2,HKG/MFM,N. AMERICA,HKG/MFM,N. AMERICA
118251227,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118251283,8,4,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118251300,1,1,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
118251360,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118251363,4,4,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118251514,6,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118251538,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118251719,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,TAIWAN
118251755,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
118251809,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118251816,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118251878,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118251902,7,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118252034,43,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118252034,42,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118252098,17,4,TAIWAN,EUROPE,TAIWAN,EUROPE
118252199,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118252469,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118252515,7,4,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118252600,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,TAIWAN
118252630,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118252664,4,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
118252813,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118252813,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118252825,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118252925,1,1,TAIWAN,CHINA,TAIWAN,CHINA
118253103,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
118253109,9,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
118253367,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
118253722,1,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
