TC_Area_Cd,TC_Area_Desc,Region_Cd,Region_Desc,Cntry_Cd,Cntry_3_Ltr_Cd,Cntry_Desc,Cty_Cd,Cty_Desc,Apt_Cd,Apt_Desc
2,TC2    ,AFR,AFRICA,BF,BFA,BURKINA FASO,XNU,NOUNA,XNU,NOUNA                         
2,TC2    ,AFR,AFRICA,BF,BFA,BURKINA FASO,XPA,PAMA,XPA,PAMA                          
2,TC2    ,AFR,AFRICA,BF,BFA,BURKINA FASO,XSE,SEBBA,XSE,SEBBA                         
2,TC2    ,AFR,AFRICA,BF,BFA,BURKINA FASO,XZA,ZABRE,XZA,ZABRE                         
2,TC2    ,AFR,AFRICA,BI,BDI,BURUNDI,BJM,BUJUMBURA,BJM,BUJUMBURA INTL                
2,TC2    ,AFR,AFRICA,BI,BDI,BURUNDI,GID,GITEGA,GID,GITEGA                        
2,TC2    ,AFR,AFRICA,BI,BDI,BURUNDI,KRE,KIRUNDO,KRE,KIRUNDO                       
2,TC2    ,AFR,AFRICA,BJ,BEN,BENIN,COO,COTONOU,COO,COTONOU                       
2,TC2    ,AFR,AFRICA,BJ,BEN,BENIN,DJA,DJOUGOU,DJA,DJOUGOU                       
2,TC2    ,AFR,AFRICA,BJ,BEN,BENIN,KDC,KANDI,KDC,KANDI                         
2,TC2    ,AFR,AFRICA,BJ,BEN,BENIN,NAE,NATITINGOU,NAE,NATITINGOU                    
2,TC2    ,AFR,AFRICA,BJ,BEN,BENIN,PKO,PARAKOU,PKO,PARAKOU                       
2,TC2    ,AFR,AFRICA,BJ,BEN,BENIN,SVF,SAVE,SVF,SAVE                          
2,TC2    ,AFR,AFRICA,BW,BWA,BOTSWANA,BBK,KASANE,BBK,KASANE                        
2,TC2    ,AFR,AFRICA,BW,BWA,BOTSWANA,FRW,FRANCISTOWN,FRW,FRANCISTOWN                   
2,TC2    ,AFR,AFRICA,BW,BWA,BOTSWANA,GBE,GABORONE,GBE,GABORONE                      
2,TC2    ,AFR,AFRICA,BW,BWA,BOTSWANA,GNZ,GHANZI,GNZ,GHANZI                        
2,TC2    ,AFR,AFRICA,BW,BWA,BOTSWANA,HUK,KUKUNTSI,HUK,HUKUNTSI                      
2,TC2    ,AFR,AFRICA,BW,BWA,BOTSWANA,JWA,JWANENG,JWA,JWANENG                       
2,TC2    ,AFR,AFRICA,BW,BWA,BOTSWANA,KHW,KHWAI RIVER LODGE,KHW,KHWAI RIVER LODGE             
2,TC2    ,AFR,AFRICA,BW,BWA,BOTSWANA,LOQ,LOBATSE,LOQ,LOBATSE                       
2,TC2    ,AFR,AFRICA,BW,BWA,BOTSWANA,MUB,MAUN,MUB,MAUN                          
2,TC2    ,AFR,AFRICA,BW,BWA,BOTSWANA,ORP,ORAPA,ORP,ORAPA                         
2,TC2    ,AFR,AFRICA,BW,BWA,BOTSWANA,PKW,SELEBI-PHIKWE,PKW,SELEB PHIKWE                  
2,TC2    ,AFR,AFRICA,BW,BWA,BOTSWANA,SWX,SHAKAWE,SWX,SHAKAWE                       
2,TC2    ,AFR,AFRICA,BW,BWA,BOTSWANA,SXN,SUAPAN,SXN,SUAPAN                        
2,TC2    ,AFR,AFRICA,BW,BWA,BOTSWANA,TBY,TSABONG,TBY,TSABONG                       
2,TC2    ,AFR,AFRICA,BW,BWA,BOTSWANA,TLD,TULI LODGE,TLD,TULI LODGE                    
2,TC2    ,AFR,AFRICA,CD,COD,REPUBLIC OF CONGO,IDF,IDIOFA,IDF,IDIOFA                        
2,TC2    ,AFR,AFRICA,CD,COD,REPUBLIC OF CONGO,KIL,KILWA,KIL,KILWA                         
2,TC2    ,AFR,AFRICA,CD,COD,REPUBLIC OF CONGO,YAN,YANGAMBI,YAN,YANGAMBI                      
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,AIG,YALINGA,AIG,YALINGA                       
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,BBT,BERBERATI,BBT,BERBERATI                     
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,BBY,BAMBARI,BBY,BAMBARI                       
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,BCF,BOUCA,BCF,BOUCA                         
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,BEM,BOSSEMBELE,BEM,BOSSEMBELE                    
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,BGF,BANGUI,BGF,BANGUI                        
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,BGU,BANGASSOU,BGU,BANGASSOU                     
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,BIV,BRIA,BIV,BRIA                          
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,BMF,BAKOUMA,BMF,BAKOUMA                       
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,BOP,BOUAR,BOP,BOUAR                         
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,BOZ,BOZOUM,BOZ,BOZOUM                        
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,BSN,BOSSANGOA,BSN,BOSSANGOA                     
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,BTG,BATANGAFO,BTG,BATANGAFO                     
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,CRF,CARNOT,CRF,CARNOT                        
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,GDA,GORDIL,GDA,GORDIL                        
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,IMO,ZEMIO,IMO,ZEMIO                         
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,IRO,BIRAO,IRO,BIRAO                         
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,MKI,OBO MBOKI,MKI,OBO MBOKI                     
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,NDL,NDELE,NDL,NDELE                         
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,ODA,OUADDA,ODA,OUADDA                        
2,TC2    ,AFR,AFRICA,CF,CAF,CENTRAL AFRICAN REPUBLIC,ODJ,OUANDA DJALLE,ODJ,OUANDA DJALLE                 
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,ANJ,ZANAGA,ANJ,ZANAGA                        
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,BOE,BOUNDJI,BOE,BOUNDJI                       
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,BTB,BETOU,BTB,BETOU                         
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,BZV,BRAZZAVILLE,BZV,BRAXXAVILLE                   
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,DIS,LOUBOMO,DIS,LOUBOMO                       
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,DJM,DJAMBALA,DJM,DJAMBALA                      
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,EPN,EPENA,EPN,EPENA                         
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,EWO,EWO,EWO,EWO                           
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,FTX,OWANDO,FTX,OWANDO                        
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,GMM,GAMBOMA,GMM,GAMBOMA                       
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,ION,IMPFONDO,ION,IMPFONDO                      
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,KEE,KELLE,KEE,KELLE                         
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,KMK,MAKABANA,KMK,MAKABANA                      
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,KNJ,KINDAMBA,KNJ,KINDAMBA                      
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,LCO,LAGUE,LCO,LAGUE                         
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,LKC,LEKANA,LKC,LEKANA                        
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,MKJ,MAKOUA,MKJ,MAKOUA                        
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,MSX,MOSSENDJO,MSX,MOSSENDJO                     
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,MUY,MOUYONDZI,MUY,MOUYONDZI                     
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,NKY,NKAYI,NKY,NKAYI                         
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,OKG,OKOYO,OKG,OKOYO                         
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,OUE,OUESSO,OUE,OUESSO                        
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,PNR,POINTE NOIRE,PNR,POINTE NOIRE                  
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,SIB,SIBITI,SIB,SIBITI                        
2,TC2    ,AFR,AFRICA,CG,COG,CONGO,SOE,SOUANKE,SOE,SOUANKE                       
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,ABJ,ABIDJAN,ABJ,ABIDJAN                       
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,ABO,ABOISSO,ABO,ABOISSO                       
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,ASK,YAMOUSSOUKRO,ASK,YAMOUSSOUKRO                  
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,BBV,BEREBY,BBV,BEREBY                        
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,BDK,BONDOUKOU,BDK,BONDOUKOU                     
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,BGG,BONGOUANOU,BGG,BONGOUANOU                    
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,BQO,BOUNA,BQO,BOUNA                         
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,BRZ,BOROTOU,BRZ,BOROTOU                       
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,BUU,BUYO,BUU,BUYO                          
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,BXI,BOUNDIALI,BXI,BOUNDIALI                     
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,BYK,BOUAKE,BYK,BOUAKE                        
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,DIM,DIMBOKRO,DIM,DIMBOKRO                      
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,DIV,DIVO,DIV,DIVO                          
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,DJO,DALOA,DJO,DALOA                         
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,DNC,DANANE,DNC,DANANE                        
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,FEK,FERKESSEDOUGOU,FEK,FERKESSEDOUGOU                
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,GGN,GAGNOA,GGN,GAGNOA                        
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,GGO,GUIGLO,GGO,GUIGLO                        
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,HGO,KORHOGO,HGO,KORHOGO                       
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,KEO,ODIENNE,KEO,ODIENNE                       
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,MJC,MAN,MJC,MAN                           
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,MOK,MANKONO,MOK,MANKONO                       
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,OGO,ABENGOUROU,OGO,ABENGOUROU                    
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,SEO,SEGUELA,SEO,SEGUELA                       
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,SPY,SAN PEDRO,SPY,SAN PEDRO                     
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,TOZ,TOUBA,TOZ,TOUBA                         
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,TXU,TABOU,TXU,TABOU                         
2,TC2    ,AFR,AFRICA,CI,CIV,COTE DIVOIRE,ZSS,SASSANDRA,ZSS,SASSANDRA                     
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,BFX,BAFOUSSAM,BFX,BAFOUSSAM                     
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,BLC,BALI,BLC,BALI                          
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,BPC,BAMENDA,BPC,BAMENDA                       
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,BTA,BERTOUA,BTA,BERTOUA                       
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,DLA,DOUALA,DLA,DLA                           
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,DSC,DSCHANG,DSC,DSCHANG                       
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,EBW,EBOLOWA,EBW,EBOLOWA                       
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,FOM,FOUMBAN,FOM,FOUMBAN                       
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,GOU,GAROUA,GOU,GAROUA                        
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,GXX,YAGOUA,GXX,YAGOUA                        
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,KBI,KRIBI,KBI,KRIBI                         
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,KLE,KAELE,KLE,KAELE                         
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,KOB,KOUTABA,KOB,KOUTABA                       
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,MMF,MAMFE,MMF,MAMFE                         
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,MVR,MAROUA,MVR,MAROUA                        
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,NGE,NGAOUNDERE,NGE,NGAOUNDERE                    
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,NKS,NKONGSAMBA,NKS,NKONGSAMBA                    
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,OUR,BATOURI,OUR,BATOURI                       
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,TKC,TIKO,TKC,TIKO                          
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,VCC,LIMBE,VCC,LIMBE                         
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,YAO,YAOUNDE,NSI,YAOUNDE AIRPORT OF YAO        
2,TC2    ,AFR,AFRICA,CM,CMR,CAMEROON,YAO,YAOUNDE,YAO,YAOUNDE                       
2,TC2    ,AFR,AFRICA,CV,CPV,CAPE VERDE,BVC,BOA VISTA,BVC,BOA VISTA                     
2,TC2    ,AFR,AFRICA,CV,CPV,CAPE VERDE,BVR,BRAVA,BVR,BRAVA                         
2,TC2    ,AFR,AFRICA,CV,CPV,CAPE VERDE,MMO,MAIO ISLAND,MMO,MAIO                          
2,TC2    ,AFR,AFRICA,CV,CPV,CAPE VERDE,MTI,MOSTEIROS,MTI,MOSTEIROS                     
2,TC2    ,AFR,AFRICA,CV,CPV,CAPE VERDE,NTO,SANTO ANTAO,NTO,SANTO ANTAO                   
2,TC2    ,AFR,AFRICA,CV,CPV,CAPE VERDE,RAI,PRAIA,RAI,PRAIA                         
2,TC2    ,AFR,AFRICA,CV,CPV,CAPE VERDE,SFL,SAO FILIPE,SFL,SAO FILIPE                    
2,TC2    ,AFR,AFRICA,CV,CPV,CAPE VERDE,SID,SAL,SID,Ilha Do Sal                   
2,TC2    ,AFR,AFRICA,CV,CPV,CAPE VERDE,SNE,SAO NICOLAU,SNE,SAO NICOLAU                   
2,TC2    ,AFR,AFRICA,CV,CPV,CAPE VERDE,VXE,SAO VICENTE,VXE,SAO VICENTE                   
2,TC2    ,AFR,AFRICA,DJ,DJI,DJIBOUTI,AII,ALISABIEH,AII,ALISABIEH                     
2,TC2    ,AFR,AFRICA,DJ,DJI,DJIBOUTI,JIB,DJIBOUTI,JIB,DJIBOUTI                      
2,TC2    ,AFR,AFRICA,DJ,DJI,DJIBOUTI,MHI,MUSHA,MHI,MUSHA                         
2,TC2    ,AFR,AFRICA,DJ,DJI,DJIBOUTI,OBC,OBOCK,OBC,OBOCK                         
2,TC2    ,AFR,AFRICA,DJ,DJI,DJIBOUTI,TDJ,TADJOURA,TDJ,TADJOURA                      
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,ABK,KABRI DAR,ABK,KABRI DAR                     
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,ADD,ADDIS ABABA,ADD,ADDIS ABABA                   
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,ALK,ASELA,ALK,ASELA                         
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,AMH,ARBA MINTCH,AMH,ARBA MINTCH                   
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,ASA,ASSAB,ASA,ASSAB                         
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,ASM,ASMARA,ASM,ASMARA INTERNATIONAL          
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,ASO,ASOSA,ASO,ASOSA                         
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,AWA,AWASSA,AWA,AWASA                         
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,AWH,AWAREH,AWH,AWAREH                        
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,AXU,AXUM,AXU,AXUM                          
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,BCO,JINKA,BCO,BAKO                          
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,BCY,BULCHI,BCY,BULCHI                        
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,BEI,BEICA,BEI,BEICA                         
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,BJR,BAHAR DAR,BJR,BAHAR DAR                     
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,DBM,DEBRE MARCOS,DBM,DEBRE MARCOS                  
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,DBT,DEBRE TABOR,DBT,DEBRA TABOR                   
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,DEM,DEMBIDOLLO,DEM,DEMBIDOLLO                    
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,DGC,DEGAHBUR,DGC,DEGAHBUR                      
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,DIR,DIRE DAWA,DIR,ABA TENNA D YILMA INTL        
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,DSE,DESSIE,DSE,DESSIE                        
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,EGL,NEGHELLI,EGL,NEGHELLI                      
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,ETE,GENDA WUHA,ETE,GENDA WUHA                    
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,FNH,FINCHA,FNH,FINCHA                        
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,GDE,GODE,GDE,GODE                          
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,GDQ,GONDAR,GDQ,AZEZO                         
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,GHD,GHIMBI,GHD,GHIMBI                        
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,GLC,GELADI,GLC,GELADI                        
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,GMB,GAMBELA,GMB,GAMBELA                       
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,GNN,GHINNIR,GNN,GHINNIR                       
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,GOB,GOBA,GOB,GOBA                          
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,GOR,GORE,GOR,GORE                          
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,HIL,SHILLAVO,HIL,SHILLAVO                      
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,HUE,HUMERA,HUE,HUMERA                        
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,JIJ,JIJIGA,JIJ,JIJIGA                        
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,JIM,JIMMA,JIM,ABA SEGUD                     
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,LFO,KELAFO,LFO,KELAFO                        
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,LLI,LALIBELA,LLI,LALIBELA                      
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,MHJ,MISRAK GASHAMO,MHJ,MISRAK GASHAMO                
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,MKD,CHAGNI,MKD,CHAGNI                        
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,MKS,MEKANE SELAM,MKS,MEKANE SELAM                  
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,MQX,MAKALE,MQX,ALULA ABA NEGA                
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,MSW,MASSAWA,MSW,MASSAWA                       
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,MTF,MIZAN TEFERI,MTF,MIZAN TEFERI                  
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,MUJ,MUI,MUJ,MUI                           
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,MYS,MOYALE,MYS,MOYALE                        
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,MZX,MENA,MZX,MENA                          
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,NDM,MENDI,NDM,MENDI                         
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,NEJ,NEJJO,NEJ,NEJJO                         
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,NEK,NEKEMT,NEK,NEKEMT                        
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,OTA,MOTA,OTA,MOTA                          
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,PWI,PAWI,PWI,PAWI                          
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,QHR,HARAR,QHR,HARAR                         
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,SHC,INDASELASSIE,SHC,INDASELASSIE                  
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,SKR,SHAKISO,SKR,SHAKISO                       
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,SQJ,SHEHDI,SQJ,SHEHDI                        
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,SXU,SODDU,SXU,SODDU                         
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,SZE,ETHIOPIA,SZE,ETHIOPIA                      
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,TIE,TIPPI,TIE,TIPPI                         
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,TUJ,TUM,TUJ,TUM                           
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,WAC,WACA,WAC,WACA                          
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,WRA,WARDER,WRA,WARDER                        
2,TC2    ,AFR,AFRICA,ET,ETH,ETHIOPIA,XBL,BUNO BEDELLE,XBL,BUNO BEDELLE                  
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,AKE,AKIENI,AKE,AKIENI                        
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,AWE,ALOWE,AWE,ALOWE                         
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,BAW,BIAWONGUE,BAW,BIAWONGUE                     
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,BGB,BOOUE,BGB,BOOUE                         
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,BGP,BONGO,BGP,BONGO                         
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,BMM,BITAM,BMM,BITAM                         
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,FOU,FOUGAMOU,FOU,FOUGAMOU                      
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,GAX,GAMBA,GAX,GAMBA                         
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,GIM,MIELE MIMBALE,GIM,MIELE MIMBALE                 
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,GKO,KONGO BOUMBA,GKO,KONGO BOUMBA                  
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,IGE,IGUELA,IGE,IGUELA                        
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,KDJ,NDJOLE,KDJ,NDJOLE                        
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,KDN,NDENDE,KDN,NDENDE                        
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,KOU,KOULAMOUTOU,KOU,KOULAMOUTOU                   
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,LBQ,LAMBARENE,LBQ,LAMBARENE                     
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,LBV,LIBREVILLE,LBV,LBV                           
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,LTL,LASTOURVILLE,LTL,LASTOURVILLE                  
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,MBC,MBIGOU,MBC,MBIGOU                        
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,MDV,MEDOUNEU,MDV,MEDOUNEU                      
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,MFF,MOANDA,MFF,MOANDA                        
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,MGX,MOABI,MGX,MOABI                         
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,MJL,MOUILA,MJL,MOUILA                        
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,MKB,MEKAMBO,MKB,MEKAMBO                       
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,MKU,MAKOKOU,MKU,MAKOKOU                       
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,MVB,FRANCEVILLE,MVB,FRANCEVILLE                   
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,MVX,MINVOUL,MVX,MINVOUL                       
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,MYB,MAYOUMBA,MYB,MAYOUMBA                      
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,MZC,MITZIC,MZC,MITZIC                        
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,OKN,OKONDJA,OKN,OKONDJA                       
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,OMB,OMBOUE,OMB,OMBOUE                        
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,OYE,OYEM,OYE,OYEM                          
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,POG,PORT GENTIL,POG,PORT GENTIL                   
2,TC2    ,AFR,AFRICA,GA,GAB,GABON,TCH,TCHIBANGA,TCH,TCHIBANGA                     
2,TC2    ,AFR,AFRICA,GH,GHA,GHANA,ACC,ACCRA,ACC,ACCRA.GH                      
