Pax_key,Bag_Cnt,Bag_Wt_Msr,Unit_Qual_Cd,Wt_Knw_Ind,Pool_Ind
S_Sat_BR_3430_20025984000192E6,1,6,K,WK,NP 
S_Sat_BR_3430_2002599A0000BAAC,2,18,K,WK,NP 
S_Sat_BR_3430_2002599C0003DAE9,3,54,K,WK,YP 
S_Sat_BR_3430_2002691F00021AD9,0,0,*,*,YP 
S_Sat_BR_3430_200269940009A372,1,16,K,WK,NP 
S_Sat_BR_3430_2002792900000711,1,11,K,WK,NP 
S_Sat_BR_3430_2002793500023A49,1,9,K,WK,NP 
S_Sat_BR_3430_2002793500044E13,1,20,K,WK,NP 
S_Sat_BR_3430_2002796300005B6B,2,34,K,WK,YP 
S_Sat_BR_3430_2002796700024A58,1,12,K,WK,NP 
S_Sat_BR_3430_2002798E0001FD06,0,0,*,*,YP 
S_Sat_BR_3430_2002799600031980,2,15,K,WK,NP 
S_Sat_BR_3430_2002799B00034E97,1,10,K,WK,NP 
S_Sat_BR_3430_2002799D00021687,0,0,*,*,YP 
S_Sat_BR_3430_200279A20005AF14,1,13,K,WK,NP 
S_Sat_BR_3430_2002889B00029449,2,18,K,WK,NP 
S_Sat_BR_3430_2002890E0004DF7E,1,19,K,WK,NP 
S_Sat_BR_3430_20028927000223E7,1,13,K,WK,NP 
S_Sat_BR_3430_2002893200014323,1,16,K,WK,NP 
S_Sat_BR_3430_2002895D0007891A,1,9,K,WK,NP 
S_Sat_BR_3430_20028987000700BB,2,25,K,WK,NP 
S_Sat_BR_3430_20028988000211BE,1,28,K,WK,NP 
S_Sat_BR_3430_200289960000EB2C,1,11,K,WK,NP 
S_Sat_BR_3430_200289A000049F76,1,18,K,WK,NP 
S_Sat_BR_3430_200289A10000F9B2,1,17,K,WK,NP 
S_Sat_BR_3430_200289A20001A2FB,1,20,K,WK,NP 
S_Sat_BR_3430_2002990B0001E6CD,1,18,K,WK,NP 
S_Sat_BR_3430_200299560001F5B8,1,15,K,WK,NP 
S_Sat_BR_3430_2002997E0003008C,0,0,*,*,YP 
S_Sat_BR_3430_200299980000BB0B,1,16,K,WK,NP 
S_Sat_BR_3430_2002999C00013C69,1,15,K,WK,NP 
S_Sat_BR_3430_20030993000265B1,1,22,K,WK,NP 
S_Sat_BR_3430_2003099F0003887A,0,0,*,*,YP 
S_Sat_BR_3430_200509DE000422BA,1,8,K,WK,NP 
S_Sat_BR_3430_200509FC0008E505,1,10,K,WK,NP 
S_Sat_BR_3430_20050A2E0001A432,1,7,K,WK,NP 
S_Sat_BR_3430_200519E10005A445,1,8,K,WK,NP 
S_Sat_BR_3430_20051A2100077CEE,1,23,K,WK,NP 
S_Sat_BR_3430_20051A3E00051C2B,1,8,K,WK,NP 
S_Sat_BR_3430_20051A51000166F8,1,16,K,WK,NP 
S_Sat_BR_3430_20051A5900021B28,2,28,K,WK,NP 
S_Sat_BR_3430_200529AA00011420,2,29,K,WK,NP 
S_Sat_BR_3430_200529D700007FF1,2,25,K,WK,YP 
S_Sat_BR_3430_20052A3A00063C0E,1,8,K,WK,NP 
S_Sat_BR_3430_20052A4A000068EF,1,10,K,WK,NP 
S_Sat_BR_3430_20053A1200077605,2,25,K,WK,YP 
S_Sat_BR_3430_20053A1A0009ED3E,1,8,K,WK,NP 
S_Sat_BR_3430_20053A3000060C7A,3,22,K,WK,NP 
S_Sat_BR_3430_20053A4300000AE5,1,10,K,WK,NP 
S_Sat_BR_3430_20053A4B0000FB39,1,6,K,WK,NP 
S_Sat_BR_3430_20053A5700095812,1,11,K,WK,NP 
S_Sat_BR_3430_200549A40002A207,1,11,K,WK,NP 
S_Sat_BR_3430_20054A2C00045EFF,1,18,K,WK,NP 
S_Sat_BR_3430_20054A3A00067B5D,1,16,K,WK,NP 
S_Sat_BR_3430_200559E200030F8B,1,14,K,WK,NP 
S_Sat_BR_3430_20055A140008962E,1,3,K,WK,NP 
S_Sat_BR_3430_20055A2800086764,1,15,K,WK,NP 
S_Sat_BR_3430_20055A4200013D72,2,21,K,WK,NP 
S_Sat_BR_3430_20055A4A00050255,1,13,K,WK,NP 
S_Sat_BR_3430_20055A540002882E,0,0,*,*,YP 
S_Sat_BR_3430_200569C000082A5B,1,8,K,WK,NP 
S_Sat_BR_3430_20056A180000B931,1,17,K,WK,NP 
S_Sat_BR_3430_20056A1F0000C728,1,7,K,WK,NP 
S_Sat_BR_3430_20056A360009CBC3,1,8,K,WK,NP 
S_Sat_BR_3430_20058A1A00037131,1,7,K,WK,NP 
S_Sat_BR_3430_20058A2000053347,1,19,K,WK,NP 
S_Sat_BR_3430_20058A3E0000CB31,1,14,K,WK,NP 
S_Sat_BR_3430_20058A570003DCDD,1,18,K,WK,NP 
S_Sat_BR_3430_200599DB0002CBC8,1,11,K,WK,NP 
S_Sat_BR_3430_20059A1800095D5B,1,8,K,WK,NP 
S_Sat_BR_3430_20059A3D000037FD,1,12,K,WK,NP 
S_Sat_BR_3430_20059A4D0007B732,1,6,K,WK,NP 
S_Sat_BR_3430_2005A9CC00072EA8,0,0,*,*,YP 
S_Sat_BR_3430_2005A9D900071F31,1,12,K,WK,NP 
S_Sat_BR_3430_2005A9F90000BF5C,0,0,*,*,YP 
S_Sat_BR_3430_2005AA2500034F81,2,27,K,WK,NP 
S_Sat_BR_3430_2005BA260008E2CA,1,12,K,WK,NP 
S_Sat_BR_3430_2005BA370002F44E,1,12,K,WK,NP 
S_Sat_BR_3430_2005BA43000784EF,1,14,K,WK,NP 
S_Sat_BR_3430_2005C9C40006F2C7,1,15,K,WK,NP 
S_Sat_BR_3430_2005C9E2000B1888,1,13,K,WK,NP 
S_Sat_BR_3430_2005C9F300027548,1,8,K,WK,NP 
S_Sat_BR_3430_2005D9BE0006BFBB,1,8,K,WK,NP 
S_Sat_BR_3430_2005D9F60004F27E,1,6,K,WK,NP 
S_Sat_BR_3430_2005DA0A000144E0,1,7,K,WK,NP 
S_Sat_BR_3430_2005DA14000A1752,1,13,K,WK,NP 
S_Sat_BR_3430_2005EA21000094E2,1,10,K,WK,NP 
S_Sat_BR_3430_2005EA430002AFE8,1,3,K,WK,NP 
S_Sat_BR_3430_2005EA5B00051377,1,12,K,WK,NP 
S_Sat_BR_3430_2005F9FF000B0385,1,10,K,WK,NP 
S_Sat_BR_3430_2005FA27000096D1,1,14,K,WK,NP 
S_Sat_BR_3430_2005FA470000D3FE,1,7,K,WK,NP 
S_Sat_BR_3430_200609EB00015442,1,14,K,WK,NP 
S_Sat_BR_3430_200609F100024CB3,1,10,K,WK,NP 
S_Sat_BR_3430_20060A5900024042,3,31,K,WK,NP 
S_Sat_BR_3430_200619DE000730D6,2,29,K,WK,NP 
S_Sat_BR_3430_200619E10000EAD5,1,17,K,WK,NP 
S_Sat_BR_3430_20061A090008B7D8,1,6,K,WK,NP 
S_Sat_BR_3430_20061A0A00052518,1,6,K,WK,NP 
S_Sat_BR_3430_20061A3C000698A7,1,5,K,WK,NP 
S_Sat_BR_3430_20061A54000041C3,2,19,K,WK,NP 
S_Sat_BR_3430_20061A5700016BBF,1,22,K,WK,NP 
S_Sat_BR_3430_200629CB00011156,1,5,K,WK,NP 
S_Sat_BR_3430_200629ED0004BE8B,1,14,K,WK,NP 
S_Sat_BR_3430_20062A0D00094D4F,2,25,K,WK,NP 
S_Sat_BR_3430_2022299400025BAA,1,11,K,WK,NP 
S_Sat_BR_3430_203209940003072A,1,17,K,WK,NP 
S_Sat_BR_3430_204038BD0001627E,1,8,K,WK,NP 
S_Sat_BR_3430_204039700003696F,1,6,K,WK,NP 
S_Sat_BR_3430_204039A2000496FD,1,13,K,WK,NP 
S_Sat_BR_3430_2040498700013245,1,20,K,WK,NP 
S_Sat_BR_3430_2040498800011F7E,1,17,K,WK,NP 
S_Sat_BR_3430_204049880002DB48,1,13,K,WK,NP 
S_Sat_BR_3430_2040498E00025846,1,19,K,WK,NP 
S_Sat_BR_3430_204049A20006A524,1,10,K,WK,NP 
S_Sat_BR_3430_2043591B00069C29,1,12,K,WK,NP 
S_Sat_BR_3430_204359580007EC35,1,21,K,WK,NP 
S_Sat_BR_3430_2043596A00084C02,1,12,K,WK,NP 
S_Sat_BR_3430_204359700003B693,1,11,K,WK,NP 
S_Sat_BR_3430_2043597C000219DA,1,10,K,WK,NP 
S_Sat_BR_3430_2043597E0001928A,2,23,K,WK,NP 
S_Sat_BR_3430_2050492300004C95,1,10,K,WK,NP 
S_Sat_BR_3430_205049730000549E,1,11,K,WK,NP 
S_Sat_BR_3430_205049840001A94C,1,13,K,WK,NP 
S_Sat_BR_3430_2050498700017660,1,7,K,WK,NP 
S_Sat_BR_3430_20504987000281EE,1,10,K,WK,NP 
S_Sat_BR_3430_2050499500017CBC,1,14,K,WK,NP 
S_Sat_BR_3430_2050499F0000B951,1,7,K,WK,NP 
S_Sat_BR_3430_206048D8000060DC,1,8,K,WK,NP 
S_Sat_BR_3430_2060493700085F0E,1,6,K,WK,NP 
S_Sat_BR_3430_2060494000004CAE,1,12,K,WK,NP 
S_Sat_BR_3430_20604992000424D6,1,12,K,WK,NP 
S_Sat_BR_3430_2060499300005DBA,1,7,K,WK,NP 
S_Sat_BR_3430_206328EE0009015E,1,18,K,WK,NP 
S_Sat_BR_3430_206328F0000719F9,1,5,K,WK,NP 
S_Sat_BR_3430_2063294D0000DFEE,1,23,K,WK,NP 
S_Sat_BR_3430_2063295C0001B0A0,2,24,K,WK,NP 
S_Sat_BR_3430_2063297D00009E39,1,8,K,WK,NP 
S_Sat_BR_3430_2063298900051621,3,28,K,WK,YP 
S_Sat_BR_3430_2063299300052513,1,10,K,WK,NP 
S_Sat_BR_3430_2063299B00020863,1,16,K,WK,NP 
S_Sat_BR_3430_30032A3900004361,1,15,K,WK,NP 
S_Sat_BR_3430_30034A1A00005CF9,1,6,K,WK,NP 
S_Sat_BR_3430_30037993000013AE,1,14,K,WK,NP 
S_Sat_BR_3430_3003B91200003DF7,1,5,K,WK,NP 
S_Sat_BR_3430_3003E90E000032B9,1,17,K,WK,NP 
S_Sat_BR_3430_3003E91500000F11,1,6,K,WK,NP 
S_Sat_BR_3430_3003E91500009BA6,2,22,K,WK,NP 
S_Sat_BR_3430_3004090F00003E5A,1,10,K,WK,NP 
S_Sat_BR_3430_300429130000163C,1,11,K,WK,NP 
S_Sat_BR_3430_300429CC00005019,1,12,K,WK,NP 
S_Sat_BR_3430_30045A49000023B4,1,13,K,WK,NP 
S_Sat_BR_3430_300479630000403A,1,15,K,WK,NP 
S_Sat_BR_3430_30047989000009A2,1,9,K,WK,NP 
S_Sat_BR_3430_3004994900002EA3,2,11,K,WK,NP 
S_Sat_BR_3430_30049A46000024D7,1,15,K,WK,NP 
S_Sat_BR_3475_10ACB200002EAA50,1,16,K,WK,NP 
S_Sat_BR_3475_10ACB200002EAB6D,2,24,K,WK,YP 
S_Sat_BR_3475_2001991300012A5B,0,0,*,*,YP 
S_Sat_BR_3475_2001998F0007534C,1,10,K,WK,NP 
S_Sat_BR_3475_2001999900000B95,1,6,K,WK,NP 
S_Sat_BR_3475_20020975000169E9,1,8,K,WK,YP 
S_Sat_BR_3475_200228D20000EA08,1,6,K,WK,NP 
S_Sat_BR_3475_2002292200083DF5,0,0,*,*,YP 
S_Sat_BR_3475_200229830001F0A1,0,0,*,*,YP 
S_Sat_BR_3475_2002299600011024,1,10,K,WK,NP 
S_Sat_BR_3475_2002391C0000AA39,1,9,K,WK,NP 
S_Sat_BR_3475_2002395E0001ED2D,2,15,K,WK,YP 
S_Sat_BR_3475_200239620000D2C4,2,26,K,WK,NP 
S_Sat_BR_3475_2002398F00029A34,0,0,*,*,YP 
S_Sat_BR_3475_2002399F00006813,0,0,*,*,YP 
S_Sat_BR_3475_200248EE00029F58,1,13,K,WK,NP 
S_Sat_BR_3475_20024972000119DD,0,0,*,*,YP 
S_Sat_BR_3475_2002497B0006B3F4,1,10,K,WK,YP 
S_Sat_BR_3475_2002498400028A4A,1,6,K,WK,NP 
S_Sat_BR_3475_200249900005F837,0,0,*,*,YP 
S_Sat_BR_3475_2002499E000A1FE3,1,6,K,WK,NP 
S_Sat_BR_3475_200249A00004F4F1,1,10,K,WK,NP 
S_Sat_BR_3475_200249A1000125EC,0,0,*,*,YP 
S_Sat_BR_3475_200258EC00026869,0,0,*,*,YP 
S_Sat_BR_3475_200259340009B5C8,0,0,*,*,YP 
S_Sat_BR_3475_2002599B0001EC65,3,30,K,WK,YP 
S_Sat_BR_3475_2002599E00087149,0,0,*,*,YP 
S_Sat_BR_3475_2002699E0005B3D9,1,5,K,WK,NP 
S_Sat_BR_3475_2002792F000ACE66,0,0,*,*,YP 
S_Sat_BR_3475_200279990006467F,0,0,*,*,YP 
S_Sat_BR_3475_2002799D000156DE,1,6,K,WK,NP 
S_Sat_BR_3475_200289690005D472,2,32,K,WK,YP 
S_Sat_BR_3475_200289730007A349,0,0,*,*,YP 
S_Sat_BR_3475_2002898C00061CBE,1,7,K,WK,NP 
S_Sat_BR_3475_2002998A0000D14F,1,13,K,WK,NP 
S_Sat_BR_3475_2002999B0001CB71,1,6,K,WK,NP 
S_Sat_BR_3475_2003097300025F81,3,25,K,WK,YP 
S_Sat_BR_3475_20030979000630B1,1,12,K,WK,NP 
S_Sat_BR_3475_2003099A0001C450,1,7,K,WK,NP 
S_Sat_BR_3475_2003099C0001FA06,1,11,K,WK,NP 
S_Sat_BR_3475_2003099C00026CFE,2,28,K,WK,YP 
S_Sat_BR_3475_20050A130001C51A,1,10,K,WK,NP 
S_Sat_BR_3475_20050A2100049F57,1,5,K,WK,NP 
S_Sat_BR_3475_200519E60006BB0D,1,9,K,WK,NP 
S_Sat_BR_3475_200519FF0001067A,1,11,K,WK,NP 
S_Sat_BR_3475_20051A2B00033C25,1,11,K,WK,NP 
S_Sat_BR_3475_200529B6000239F1,0,0,*,*,YP 
S_Sat_BR_3475_200529CC000A56FC,1,11,K,WK,NP 
S_Sat_BR_3475_20054A0F00048F99,0,0,*,*,YP 
S_Sat_BR_3475_200559D500015604,1,7,K,WK,NP 
S_Sat_BR_3475_20055A1200092ED7,1,4,K,WK,NP 
S_Sat_BR_3475_20055A2500010E7A,1,6,K,WK,NP 
S_Sat_BR_3475_20056A0D0000F9EB,0,0,*,*,YP 
S_Sat_BR_3475_20056A31000116CD,4,38,K,WK,YP 
S_Sat_BR_3475_20056A420001670E,1,6,K,WK,NP 
S_Sat_BR_3475_200589A500005114,1,7,K,WK,NP 
S_Sat_BR_3475_200589DB00078654,1,20,K,WK,NP 
S_Sat_BR_3475_200599D2000A19AD,1,13,K,WK,NP 
S_Sat_BR_3475_2005A9F100099993,0,0,*,*,YP 
S_Sat_BR_3475_2005AA00000804AB,1,6,K,WK,NP 
S_Sat_BR_3475_2005AA040000DF95,1,10,K,WK,NP 
S_Sat_BR_3475_2005AA300005DB4D,2,24,K,WK,YP 
S_Sat_BR_3475_2005AA430007E3A2,1,17,K,WK,NP 
S_Sat_BR_3475_2005AA440007F39F,0,0,*,*,YP 
S_Sat_BR_3475_2005B9AC0004CB70,1,10,K,WK,NP 
S_Sat_BR_3475_2005B9E8000B9DFE,1,7,K,WK,NP 
S_Sat_BR_3475_2005BA3500006643,1,10,K,WK,NP 
S_Sat_BR_3475_2005C9A60000307C,0,0,*,*,YP 
S_Sat_BR_3475_2005C9F7000110D2,2,39,K,WK,YP 
S_Sat_BR_3475_2005CA570003FC39,0,0,*,*,YP 
S_Sat_BR_3475_2005DA2D00017DCF,1,7,K,WK,NP 
S_Sat_BR_3475_2005DA4400030FD3,1,8,K,WK,NP 
S_Sat_BR_3475_2005DA4C0001047B,0,0,*,*,YP 
S_Sat_BR_3475_2005DA530005510B,2,16,K,WK,YP 
S_Sat_BR_3475_2005EA280000ACDA,0,0,*,*,YP 
S_Sat_BR_3475_2005EA3000029E61,4,50,K,WK,YP 
S_Sat_BR_3475_2005EA440001997D,0,0,*,*,YP 
S_Sat_BR_3475_2005EA580004BDF1,1,7,K,WK,NP 
S_Sat_BR_3475_200609A50005990F,1,7,K,WK,NP 
S_Sat_BR_3475_20060A37000B302C,2,16,K,WK,YP 
S_Sat_BR_3475_20060A5A0000A33B,0,0,*,*,YP 
S_Sat_BR_3475_20061A2F00020264,1,10,K,WK,NP 
S_Sat_BR_3475_20061A4900034873,2,25,K,WK,NP 
S_Sat_BR_3475_20062A1100080AE7,2,20,K,WK,YP 
S_Sat_BR_3475_20062A570001B1D2,0,0,*,*,YP 
S_Sat_BR_3475_202229940000A7F2,1,11,K,WK,NP 
S_Sat_BR_3475_202229940005C58D,2,17,K,WK,NP 
S_Sat_BR_3475_2022299900000DC9,0,0,*,*,YP 
S_Sat_BR_3475_204039000006775E,1,6,K,WK,NP 
S_Sat_BR_3475_2040491900076998,2,31,K,WK,YP 
S_Sat_BR_3475_20404939000B959A,1,15,K,WK,YP 
S_Sat_BR_3475_204049900000AA2F,2,19,K,WK,NP 
S_Sat_BR_3475_204359270000B324,0,0,*,*,YP 
S_Sat_BR_3475_2043592D00094797,0,0,*,*,YP 
S_Sat_BR_3475_204359470003122F,1,13,K,WK,NP 
S_Sat_BR_3475_2043596B000128EA,1,6,K,WK,NP 
S_Sat_BR_3475_20435977000291B6,2,24,K,WK,YP 
S_Sat_BR_3475_204359950003DBF2,1,6,K,WK,NP 
S_Sat_BR_3475_2043599C0002AEC0,1,7,K,WK,NP 
S_Sat_BR_3475_2050494E0001EF11,1,6,K,WK,NP 
S_Sat_BR_3475_2050499E0001332D,1,15,K,WK,NP 
S_Sat_BR_3475_2060488F0003464B,0,0,*,*,YP 
S_Sat_BR_3475_2060497300038BF9,1,11,K,WK,NP 
S_Sat_BR_3475_2060498E0009DD31,2,25,K,WK,NP 
S_Sat_BR_3475_2060499F000125FC,1,10,K,WK,NP 
S_Sat_BR_3475_20632905000013AC,1,5,K,WK,NP 
S_Sat_BR_3475_3003491200002B06,1,7,K,WK,NP 
S_Sat_BR_3475_3003B91200003DE7,3,52,K,WK,YP 
S_Sat_BR_3475_3003B9B200002C2B,0,0,*,*,YP 
S_Sat_BR_3475_3003E91500001B47,0,0,*,*,YP 
S_Sat_BR_3475_3003E9150000262E,0,0,*,*,YP 
S_Sat_BR_3475_3003E91500004E82,1,11,K,WK,NP 
S_Sat_BR_3475_300428A1000075D0,0,0,*,*,YP 
S_Sat_BR_3475_3004493800003093,1,8,K,WK,NP 
S_Sat_BR_3475_30044A3E00004A8E,0,0,*,*,YP 
S_Sat_BR_3475_3004592C00005A24,0,0,*,*,YP 
S_Sat_BR_3475_30046A2000008D1B,2,17,K,WK,NP 
S_Sat_BR_3476_10ACB20000324D87,1,14,K,WK,NP 
S_Sat_BR_3476_2001996C00038BA5,3,31,K,WK,NP 
S_Sat_BR_3476_2001998E00045A86,1,7,K,WK,NP 
S_Sat_BR_3476_200208E50000DCF3,3,23,K,WK,NP 
S_Sat_BR_3476_2002092E00004196,1,17,K,WK,NP 
S_Sat_BR_3476_2002093B00057C29,1,20,K,WK,NP 
S_Sat_BR_3476_200209690006565B,0,0,*,*,YP 
S_Sat_BR_3476_200209A300017CF4,2,22,K,WK,YP 
S_Sat_BR_3476_200219540002F68A,2,29,K,WK,YP 
S_Sat_BR_3476_200219800000B0E9,0,0,*,*,YP 
S_Sat_BR_3476_20021980000ABC07,1,11,K,WK,NP 
S_Sat_BR_3476_200219A300007C97,1,10,K,WK,NP 
S_Sat_BR_3476_200228FA00013CD6,1,20,K,WK,NP 
S_Sat_BR_3476_2002296C0003DFC2,1,7,K,WK,NP 
S_Sat_BR_3476_2002298C00004AFE,1,13,K,WK,NP 
S_Sat_BR_3476_200229A200010790,1,7,K,WK,NP 
S_Sat_BR_3476_2002398E000143BA,2,30,K,WK,YP 
S_Sat_BR_3476_200249450000D2C3,1,11,K,WK,NP 
S_Sat_BR_3476_2002594E0006EF0B,1,11,K,WK,NP 
S_Sat_BR_3476_20025979000840BE,1,15,K,WK,NP 
S_Sat_BR_3476_200259960001DA95,2,18,K,WK,NP 
S_Sat_BR_3476_2002599D00091F25,1,20,K,WK,NP 
S_Sat_BR_3476_2002697F0008BD39,1,13,K,WK,NP 
S_Sat_BR_3476_20026996000129C9,1,10,K,WK,NP 
S_Sat_BR_3476_2002699E00024063,2,15,K,WK,YP 
S_Sat_BR_3476_2002795D00062C3E,1,7,K,WK,NP 
S_Sat_BR_3476_2002796D0009651E,1,10,K,WK,NP 
S_Sat_BR_3476_2002798C0000C2CF,0,0,*,*,YP 
S_Sat_BR_3476_2002898F0000EBC0,4,39,K,WK,YP 
S_Sat_BR_3476_200299890000CDDA,1,9,K,WK,NP 
S_Sat_BR_3476_200299A20001CDFA,1,19,K,WK,NP 
S_Sat_BR_3476_2003096A0005F45A,0,0,*,*,YP 
S_Sat_BR_3476_2003098E00024658,1,15,K,WK,NP 
S_Sat_BR_3476_200509F200036CE8,1,13,K,WK,NP 
S_Sat_BR_3476_20050A310004459D,1,10,K,WK,NP 
S_Sat_BR_3476_20050A530002AF3A,1,13,K,WK,NP 
S_Sat_BR_3476_20050A5800034C56,1,6,K,WK,NP 
S_Sat_BR_3476_20051A2F0005D207,1,11,K,WK,NP 
S_Sat_BR_3476_20051A430004BA7F,1,12,K,WK,NP 
S_Sat_BR_3476_20052A1A0001DCA0,1,6,K,WK,NP 
S_Sat_BR_3476_200539A40002BA9C,0,0,*,*,YP 
S_Sat_BR_3476_20053A1100021393,0,0,*,*,YP 
S_Sat_BR_3476_20053A2200018DEA,0,0,*,*,YP 
S_Sat_BR_3476_20053A2400059371,0,0,*,*,YP 
S_Sat_BR_3476_20053A420006088F,3,34,K,WK,YP 
S_Sat_BR_3476_20053A4D00071F97,2,28,K,WK,NP 
S_Sat_BR_3476_20054A220008A1EF,1,12,K,WK,NP 
S_Sat_BR_3476_20054A3D0000A361,4,40,K,WK,NP 
S_Sat_BR_3476_20054A4400007EA9,2,16,K,WK,YP 
S_Sat_BR_3476_20055A090000D0CB,1,12,K,WK,NP 
S_Sat_BR_3476_20055A0C0001A23F,1,9,K,WK,NP 
S_Sat_BR_3476_20055A1C000C23ED,1,5,K,WK,NP 
S_Sat_BR_3476_20055A2800098096,1,11,K,WK,NP 
S_Sat_BR_3476_20055A5200007B7C,1,10,K,WK,NP 
S_Sat_BR_3476_20056A5900011C82,1,7,K,WK,NP 
S_Sat_BR_3476_200579A400019C59,1,14,K,WK,NP 
S_Sat_BR_3476_200589AC0006C063,1,6,K,WK,NP 
S_Sat_BR_3476_20058A230009115A,1,12,K,WK,NP 
S_Sat_BR_3476_20058A3B0002DD31,1,9,K,WK,NP 
S_Sat_BR_3476_20058A4D0000B5E1,4,44,K,WK,NP 
S_Sat_BR_3476_20059A0B0001C6BE,2,23,K,WK,YP 
S_Sat_BR_3476_20059A1F00017720,1,7,K,WK,NP 
S_Sat_BR_3476_20059A410004FF63,1,8,K,WK,NP 
S_Sat_BR_3476_2005AA3300025F6F,1,15,K,WK,NP 
S_Sat_BR_3476_2005AA4B0004A63B,1,11,K,WK,NP 
S_Sat_BR_3476_2005AA5200021292,1,13,K,WK,NP 
S_Sat_BR_3476_2005BA50000041DA,1,7,K,WK,NP 
S_Sat_BR_3476_2005C9D3000B7453,1,10,K,WK,NP 
S_Sat_BR_3476_2005C9D60008E2CD,1,14,K,WK,NP 
S_Sat_BR_3476_2005C9DA0007AC5F,1,12,K,WK,NP 
S_Sat_BR_3476_2005D9EA000A3E1B,0,0,*,*,YP 
S_Sat_BR_3476_2005DA210008EB59,0,0,*,*,YP 
S_Sat_BR_3476_2005DA220000686F,1,8,K,WK,NP 
S_Sat_BR_3476_2005DA2800065AFA,1,6,K,WK,NP 
S_Sat_BR_3476_2005DA4A00013B91,1,15,K,WK,NP 
S_Sat_BR_3476_2005EA03000BB492,1,11,K,WK,NP 
S_Sat_BR_3476_2005EA4400026A89,1,12,K,WK,NP 
S_Sat_BR_3476_2005EA540001A188,1,12,K,WK,NP 
S_Sat_BR_3476_2005F9A300050D0A,1,20,K,WK,NP 
S_Sat_BR_3476_2005F9FF000AF23D,1,17,K,WK,NP 
S_Sat_BR_3476_200609F5000AA0C4,1,8,K,WK,NP 
S_Sat_BR_3476_20060A0500059586,1,21,K,WK,NP 
S_Sat_BR_3476_20060A3B0001408E,2,26,K,WK,NP 
S_Sat_BR_3476_20060A5000043AD5,1,15,K,WK,NP 
S_Sat_BR_3476_20060A51000040C5,1,8,K,WK,NP 
S_Sat_BR_3476_20061A0D000394F0,1,15,K,WK,NP 
S_Sat_BR_3476_20061A2500005DDE,1,9,K,WK,NP 
S_Sat_BR_3476_20061A35000506B3,1,12,K,WK,NP 
S_Sat_BR_3476_200629FE00083FDD,1,11,K,WK,NP 
S_Sat_BR_3476_20062A2D0000B25E,1,10,K,WK,NP 
S_Sat_BR_3476_20062A3600022E64,1,17,K,WK,NP 
S_Sat_BR_3476_20062A4200022CF6,2,25,K,WK,NP 
S_Sat_BR_3476_20062A540007C890,1,21,K,WK,NP 
S_Sat_BR_3476_2032098E0000A046,1,12,K,WK,NP 
S_Sat_BR_3476_2032099000012429,1,18,K,WK,NP 
S_Sat_BR_3476_203209960000C57A,2,28,K,WK,NP 
S_Sat_BR_3476_2032099E0000E8ED,1,8,K,WK,NP 
S_Sat_BR_3476_2040398100072F72,2,24,K,WK,NP 
S_Sat_BR_3476_2040398C00008800,1,10,K,WK,NP 
S_Sat_BR_3476_2040398F0003219A,1,14,K,WK,NP 
S_Sat_BR_3476_204048AB0001F9F8,0,0,*,*,YP 
S_Sat_BR_3476_2040498D00034A96,1,11,K,WK,NP 
S_Sat_BR_3476_2040499500060988,1,14,K,WK,NP 
S_Sat_BR_3476_2043598A0000CF8E,1,10,K,WK,NP 
S_Sat_BR_3476_205048F000007194,0,0,*,*,YP 
S_Sat_BR_3476_2050498F00018D32,0,0,*,*,YP 
S_Sat_BR_3476_206049400000A957,1,17,K,WK,NP 
S_Sat_BR_3476_2060498700021FA8,1,9,K,WK,NP 
S_Sat_BR_3476_206049970000F528,0,0,*,*,YP 
S_Sat_BR_3476_206329150008A24C,2,18,K,WK,NP 
S_Sat_BR_3476_2063296100065655,1,10,K,WK,NP 
S_Sat_BR_3476_20632979000B2240,1,9,K,WK,NP 
S_Sat_BR_3476_20632998000486CC,1,7,K,WK,NP 
S_Sat_BR_3476_2063299B000106F5,1,14,K,WK,NP 
S_Sat_BR_3476_3003496700000D1A,1,19,K,WK,NP 
S_Sat_BR_3476_3003496700000D1C,1,7,K,WK,NP 
S_Sat_BR_3476_3003697900002740,1,17,K,WK,NP 
S_Sat_BR_3476_3003893B000041BA,1,10,K,WK,NP 
S_Sat_BR_3476_3003B90100001C2E,2,14,K,WK,YP 
S_Sat_BR_3476_3003B9B200006E58,1,7,K,WK,NP 
S_Sat_BR_3476_3003E9150000CBCC,2,25,K,WK,NP 
S_Sat_BR_3476_3003E9150000DF0C,1,18,K,WK,NP 
S_Sat_BR_3476_3003E942000034F0,0,0,*,*,YP 
S_Sat_BR_3476_3004090F00003E6C,1,11,K,WK,NP 
S_Sat_BR_3476_30040917000048DB,1,12,K,WK,NP 
S_Sat_BR_3476_30043A2800001DE8,1,11,K,WK,NP 
S_Sat_BR_3476_30043A4500000DAF,2,21,K,WK,NP 
S_Sat_BR_3476_30044A3000002FEC,2,17,K,WK,YP 
S_Sat_BR_3476_3004697900006A61,1,14,K,WK,NP 
S_Sat_BR_3476_30048A29000020EB,1,7,K,WK,NP 
S_Sat_BR_3476_30065A44000007CC,1,9,K,WK,NP 
S_Sat_BR_3477_10ACB200002E9768,1,20,K,WK,NP 
S_Sat_BR_3477_10ACB20000322B3A,0,0,*,*,YP 
S_Sat_BR_3477_20019964000933AA,0,0,*,*,YP 
S_Sat_BR_3477_2002091D0000E53E,0,0,*,*,YP 
